customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
6282-UQXVR,female,no,no,no,46,yes,no,dsl,no,no,yes,yes,no,yes,one year,yes,electronic check,79.21,3634.85,no
8086-OOWRK,female,no,no,no,66,yes,yes,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),102.41,7031.42,yes
1161-RCXYY,female,no,yes,no,36,yes,yes,fiber optic,no,yes,no,no,no,no,two year,no,bank transfer (automatic),98.5,3719.45,no
2269-XDWHS,female,no,yes,yes,69,yes,yes,dsl,no,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),76.45,5318.87,no
9866-ZIFLG,male,no,no,no,16,yes,no,dsl,yes,yes,no,no,no,yes,two year,no,credit card (automatic),82.26,1270.12,no
3760-IUKCU,male,no,yes,yes,38,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,44.39,1697.94,no
9651-RUVPK,male,no,no,no,2,yes,no,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),107.79,211.94,no
3169-TZQYA,female,no,no,no,62,yes,no,fiber optic,no,no,yes,no,yes,no,two year,yes,credit card (automatic),92.43,5761.45,no
7251-TWXAZ,male,no,yes,no,61,yes,no,dsl,no,yes,no,no,no,no,one year,no,mailed check,69.94,4417.91,no
5935-LGUFD,female,no,no,no,10,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),106.85,1114.89,yes
6015-FGOYY,male,no,no,yes,10,yes,yes,dsl,no,no,no,no,no,no,two year,yes,credit card (automatic),71.41,683.64,no
4947-FGPRF,male,no,yes,no,4,yes,yes,fiber optic,no,no,no,no,yes,no,two year,no,mailed check,90.24,377.42,no
4198-ROTXI,male,no,yes,no,51,yes,no,fiber optic,yes,no,yes,no,yes,no,month-to-month,yes,electronic check,101.39,5459.88,no
6706-AVXZS,male,no,no,no,26,yes,no,dsl,no,yes,no,no,no,yes,two year,yes,credit card (automatic),77.35,2076.91,no
4524-ZADQS,female,no,no,no,13,no,no phone service,fiber optic,yes,no,yes,yes,no,yes,two year,yes,electronic check,87.82,1073.72,no
5026-ZJSPB,male,yes,no,yes,13,yes,yes,dsl,no,no,no,no,no,yes,one year,yes,credit card (automatic),78.02,1019.58,no
7265-BIBUQ,female,yes,yes,no,17,yes,no,dsl,yes,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),84.57,1487.57,yes
3541-ZUBPR,male,no,yes,no,9,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,no,bank transfer (automatic),113.59,1013.78,no
6362-AFHQR,male,no,no,yes,72,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,electronic check,74.2,5314.79,no
7556-MGDIW,female,no,yes,no,14,yes,yes,fiber optic,yes,no,no,no,yes,no,two year,no,bank transfer (automatic),102.2,1434.52,no
9855-XDSUI,male,no,no,no,0,yes,yes,dsl,no,yes,yes,yes,no,no,month-to-month,yes,electronic check,89.83, ,yes
6386-TGIGP,female,yes,yes,yes,3,yes,no,fiber optic,no,no,yes,yes,yes,no,month-to-month,yes,electronic check,100.03,306.65,yes
9764-TCGTY,male,yes,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),38.8,155.12,no
5415-HEHBU,male,no,no,no,56,yes,no,fiber optic,no,no,no,yes,no,no,one year,yes,bank transfer (automatic),91.44,5262.22,no
9063-FNFWR,male,no,yes,yes,29,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,credit card (automatic),90.48,2733.76,no
5223-KAHTO,male,no,no,no,55,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),110.23,5952.62,no
9590-FMCRC,female,no,no,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,39.14,575.98,no
5823-BHJKU,male,no,no,yes,51,yes,yes,dsl,no,no,no,yes,no,no,two year,yes,bank transfer (automatic),76.63,3667.75,no
3988-AEBTX,male,no,no,no,0,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,mailed check,87.85, ,yes
3737-MOVOX,female,yes,yes,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),39.02,278.07,yes
1954-WGIUM,female,no,no,yes,8,yes,yes,dsl,yes,yes,yes,no,no,no,two year,no,electronic check,86.54,667.32,no
4530-RDEFZ,female,no,no,no,12,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),47.77,585.07,yes
8064-CTVOU,male,no,yes,no,2,yes,yes,dsl,no,yes,no,yes,no,yes,month-to-month,no,bank transfer (automatic),88.07,183.04,no
2313-OHRGX,male,no,no,no,65,yes,no,fiber optic,yes,yes,no,no,no,no,two year,yes,electronic check,92.36,5748.14,no
1487-HWSGA,male,no,yes,no,5,yes,no,fiber optic,no,yes,no,no,yes,no,one year,yes,mailed check,90.82,444.34,no
8182-AXKHD,female,no,yes,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,36.41,606.05,no
5632-YLXOL,female,no,no,yes,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),34.32,70.26,no
8238-VNBDZ,female,no,yes,no,66,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,18.25,1136.94,no
7526-ZQUTK,male,no,no,no,8,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,94.52,760.95,yes
2684-OMNZW,female,no,yes,no,9,no,no phone service,dsl,no,no,yes,yes,yes,yes,month-to-month,no,bank transfer (automatic),67.75,642.39,yes
9847-ZHXNH,male,no,no,no,13,yes,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,no,credit card (automatic),101.51,1360.19,yes
6491-SRFPS,male,no,no,no,30,yes,no,fiber optic,yes,yes,no,no,yes,no,two year,yes,credit card (automatic),96.71,2908.95,yes
1757-JPHKV,female,no,yes,no,70,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),42.73,3105.72,no
8076-GCBWL,female,no,yes,no,59,yes,no,dsl,no,no,yes,no,yes,yes,one year,no,electronic check,78.41,4567.57,no
6920-GJSQJ,male,yes,yes,no,46,yes,no,dsl,no,yes,yes,yes,no,no,month-to-month,yes,mailed check,77.49,3434.17,yes
5266-YRVXG,male,no,no,yes,16,yes,yes,fiber optic,no,no,no,yes,yes,no,one year,no,mailed check,103.93,1643.74,no
1096-GVQIF,male,no,no,no,30,yes,yes,fiber optic,no,no,no,no,no,yes,one year,no,bank transfer (automatic),93.34,2818.46,yes
9792-YZVCR,male,no,yes,no,15,yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,yes,electronic check,108.65,1579.09,no
4373-WETZF,female,no,no,no,65,yes,yes,dsl,yes,yes,no,no,yes,no,month-to-month,no,bank transfer (automatic),88.31,5867.2,no
5374-ACWKW,male,no,no,no,29,yes,yes,fiber optic,no,yes,no,no,no,yes,two year,yes,credit card (automatic),100.58,2979.35,no
3842-WWRWY,male,no,yes,yes,9,yes,no,dsl,yes,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),74.98,676.68,no
9853-ZIYLT,male,no,yes,no,10,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),49.29,524.99,no
3334-SFOFX,male,no,yes,no,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,38.38,342.18,no
7435-QAJHB,male,no,no,no,50,yes,no,dsl,no,yes,yes,no,no,yes,month-to-month,yes,mailed check,76.67,3883.03,no
8629-REXLG,female,no,yes,no,49,no,no phone service,fiber optic,no,yes,no,no,no,yes,two year,yes,mailed check,72.04,3485.86,no
1028-BPHSG,female,yes,no,yes,20,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,44.46,894.47,no
3896-VQYOX,female,no,no,no,11,yes,yes,fiber optic,no,no,no,yes,yes,yes,two year,no,credit card (automatic),107.81,1158.87,no
3680-OCMJI,female,yes,yes,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),39.99,238.74,no
8999-CSFMZ,female,no,no,no,48,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,43.78,2078.55,no
4925-GENPJ,female,no,no,yes,24,yes,no,dsl,yes,no,yes,yes,no,yes,month-to-month,yes,electronic check,82.23,1966.55,no
5385-TJRVQ,female,no,yes,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,36.94,256.81,no
8493-QMRJW,male,no,no,no,6,yes,no,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,97.42,580.84,no
9231-DEVSI,female,no,no,no,26,yes,no,dsl,no,no,yes,no,no,yes,month-to-month,yes,mailed check,75.83,2064.57,no
3365-UNALV,male,no,yes,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,39.38,677.15,no
5090-ACZDP,female,yes,no,no,70,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,no,electronic check,114.75,8094.68,yes
2452-NXQXR,male,no,no,yes,62,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),47.76,3048.24,no
8655-WVQOA,female,yes,no,no,68,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,no,credit card (automatic),108.88,7150.16,no
6693-CMMNS,male,no,yes,yes,61,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,46.02,2793.23,no
5334-VWCRM,male,yes,yes,no,34,yes,no,dsl,yes,no,no,no,no,yes,month-to-month,no,electronic check,77.02,2722.89,no
4651-INLBC,male,yes,yes,yes,7,yes,yes,dsl,no,yes,yes,no,yes,no,month-to-month,no,mailed check,90.12,630.63,yes
1370-MDPSH,female,no,no,no,45,yes,no,dsl,yes,yes,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),94.67,4225.38,no
8451-THANJ,female,no,yes,no,4,yes,yes,fiber optic,no,no,no,no,yes,no,two year,yes,electronic check,99.87,437.14,yes
5467-SBOBH,male,no,yes,yes,16,yes,yes,dsl,yes,yes,yes,no,yes,no,month-to-month,yes,mailed check,93.82,1376.33,no
8035-OSTVS,male,no,yes,no,36,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,45.64,1654.97,no
9186-UXKDP,female,no,no,no,71,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,39.88,2886.79,no
2894-LLCFN,male,no,no,no,32,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,electronic check,75.97,2328.37,no
6340-ZBVMA,female,no,no,no,8,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,95.03,774.73,yes
1348-SNHVO,male,no,no,yes,3,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,no,mailed check,96.55,307.59,yes
6552-DBCSF,female,no,yes,yes,51,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),89.41,4481.0,no
3311-OJSGQ,female,no,no,no,64,no,no phone service,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,electronic check,83.53,5267.4,no
9724-DISRB,female,no,no,yes,0,yes,yes,fiber optic,no,no,yes,yes,no,yes,two year,yes,mailed check,109.6, ,no
2539-KRHCK,female,no,yes,yes,60,yes,no,dsl,yes,yes,no,no,yes,no,one year,yes,electronic check,75.19,4693.95,no
4893-VHUNG,male,no,no,no,35,yes,yes,dsl,yes,no,no,yes,no,no,one year,no,electronic check,79.19,2743.7,no
8844-ZZTOX,female,no,no,no,16,yes,no,dsl,no,no,no,no,no,yes,two year,no,electronic check,69.55,1125.43,no
5949-RPNII,female,no,yes,no,29,yes,yes,fiber optic,no,no,no,yes,no,no,one year,yes,electronic check,95.25,2847.91,no
6334-DUJXL,female,no,yes,yes,43,yes,no,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,electronic check,93.09,4107.99,no
3074-YDMSP,female,no,no,no,4,yes,no,fiber optic,yes,no,no,yes,yes,yes,month-to-month,yes,electronic check,102.18,431.65,yes
6881-TTNBY,female,no,no,no,29,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,no,electronic check,97.63,2947.81,no
8363-AKDWQ,male,no,no,yes,47,yes,yes,fiber optic,yes,no,yes,no,no,yes,two year,no,credit card (automatic),106.11,5154.77,no
6615-GJFBH,female,no,no,no,3,yes,no,dsl,yes,no,no,no,yes,no,month-to-month,yes,mailed check,73.48,238.11,no
6381-KOGAR,male,no,yes,no,30,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,no,electronic check,123.23,3812.56,no
2126-NDQKA,female,no,no,no,33,yes,no,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,credit card (automatic),95.74,3308.31,no
5621-VCDFM,male,no,no,no,22,yes,yes,fiber optic,yes,no,no,yes,no,no,two year,no,electronic check,101.98,2301.9,yes
1172-BQYQR,female,no,no,yes,13,yes,no,dsl,no,no,yes,no,no,no,two year,yes,mailed check,68.0,843.84,no
5721-QICGP,female,no,yes,no,16,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.9,1540.96,yes
2924-IJVIW,male,no,no,no,0,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),47.9, ,yes
6988-DBEND,female,no,no,yes,40,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,no,electronic check,107.51,4210.71,yes
6473-XBGXM,female,no,no,yes,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,35.15,73.09,no
2665-MZFXJ,male,no,yes,yes,6,yes,yes,fiber optic,yes,yes,no,no,yes,no,one year,yes,electronic check,104.16,579.91,yes
6193-NEXUU,male,no,yes,no,6,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),98.5,586.03,no
4989-QBYNM,female,no,yes,yes,0,yes,no,dsl,no,yes,no,yes,no,yes,month-to-month,no,bank transfer (automatic),76.41, ,no
4604-WNNPM,female,no,yes,yes,61,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),107.1,6538.48,no
4388-BLTCQ,female,no,no,no,35,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,no,electronic check,91.7,3120.66,yes
2419-VMKOX,male,no,yes,yes,0,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,37.98, ,no
4043-UZIKQ,female,no,yes,no,28,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),18.25,507.03,no
4565-HIFBK,female,yes,no,yes,39,yes,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,electronic check,101.26,4202.94,yes
9764-NCCZG,male,no,no,no,6,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),18.25,107.14,no
8138-YBHMP,male,no,no,no,18,yes,yes,dsl,no,no,no,yes,no,yes,month-to-month,yes,electronic check,80.22,1440.28,no
9171-UYDWN,female,no,yes,no,8,yes,no,dsl,no,no,yes,yes,no,yes,month-to-month,yes,mailed check,78.54,637.97,no
7727-XTYQK,female,no,no,yes,58,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),47.7,2799.56,no
9319-LAASN,male,no,no,no,32,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,39.36,1244.7,no
9601-EKRPQ,female,no,no,no,69,yes,yes,fiber optic,yes,yes,yes,no,yes,no,one year,no,bank transfer (automatic),110.51,8002.85,no
3486-LGTOX,male,no,yes,no,15,yes,no,dsl,no,no,no,yes,yes,yes,month-to-month,yes,mailed check,78.34,1107.33,no
8693-VURLC,male,yes,no,yes,37,yes,no,fiber optic,yes,yes,no,no,yes,yes,month-to-month,no,bank transfer (automatic),103.63,4056.03,no
3927-NOCSW,female,no,yes,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),40.18,417.18,no
6523-DFGCR,male,no,no,yes,11,yes,yes,fiber optic,no,yes,no,yes,yes,no,month-to-month,yes,electronic check,106.08,1116.21,yes
9223-ECDSQ,female,no,yes,yes,68,yes,yes,fiber optic,no,yes,yes,yes,no,yes,one year,yes,electronic check,110.64,7230.81,no
7673-FLYQG,female,yes,yes,no,0,yes,no,fiber optic,yes,yes,yes,yes,no,no,month-to-month,yes,bank transfer (automatic),105.4, ,yes
9652-COIGR,male,no,yes,no,59,yes,no,dsl,yes,no,no,no,yes,yes,one year,no,credit card (automatic),80.63,4990.64,no
3488-OBCFD,male,no,no,no,4,yes,no,fiber optic,no,no,yes,no,no,yes,one year,yes,electronic check,95.98,402.93,yes
4964-QWNLA,female,no,no,no,15,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,109.74,1534.57,no
1379-QJFXI,female,no,no,yes,54,yes,no,fiber optic,yes,no,no,no,no,no,one year,no,credit card (automatic),88.69,4829.4,no
1970-GTKZW,male,no,yes,no,9,no,no phone service,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,mailed check,80.43,685.15,no
4482-NVGGU,male,yes,no,no,50,yes,no,dsl,yes,no,yes,yes,no,no,one year,no,electronic check,77.87,3812.22,no
4871-MGBFU,male,yes,yes,no,0,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),106.91, ,yes
5365-ZSGTC,female,no,no,yes,3,yes,yes,dsl,no,yes,no,no,no,no,two year,no,electronic check,75.51,208.11,no
5761-NMJUV,male,no,yes,no,12,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),113.57,1255.61,yes
8743-YYWGX,male,yes,no,no,56,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),36.79,2173.92,no
6532-WWJKY,male,no,yes,yes,41,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,104.02,4385.28,no
5001-PCJYJ,male,no,no,no,11,yes,no,dsl,yes,yes,no,no,no,yes,month-to-month,no,credit card (automatic),77.64,890.13,no
4930-LGJVX,male,no,no,no,41,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),107.16,4327.27,no
3887-ZCHDO,female,no,yes,yes,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,38.05,248.37,no
1008-WRJJE,female,no,yes,yes,20,yes,yes,fiber optic,no,yes,no,yes,no,yes,two year,yes,credit card (automatic),106.42,2197.28,no
8780-GMKJR,female,no,yes,yes,48,yes,no,dsl,no,no,no,no,no,no,one year,yes,bank transfer (automatic),62.25,3132.02,no
2196-NONUM,female,no,yes,no,44,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,47.8,2112.95,no
5518-LWATM,female,yes,no,no,12,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,18.78,229.58,no
4764-RBDKX,female,yes,no,no,15,no,no phone service,dsl,no,yes,no,yes,no,no,month-to-month,yes,mailed check,55.74,876.04,no
9770-NLIAK,male,no,yes,no,12,yes,no,fiber optic,yes,yes,no,yes,yes,no,one year,no,mailed check,105.02,1257.06,no
9037-IIKPS,male,no,yes,no,50,yes,yes,dsl,no,yes,yes,yes,yes,yes,one year,no,bank transfer (automatic),98.52,4911.54,no
1899-RHUYX,male,no,yes,no,37,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,44.75,1649.54,no
2617-GWUKS,male,no,yes,yes,3,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),45.57,142.03,no
5572-WFODL,male,no,no,no,6,yes,no,fiber optic,no,no,no,no,no,yes,one year,no,electronic check,90.81,575.12,no
2563-YXPMA,female,no,no,no,6,yes,no,dsl,no,yes,no,yes,no,yes,one year,no,bank transfer (automatic),78.22,477.8,no
8365-FRLBV,male,yes,no,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,39.53,237.75,no
2990-GQTRR,female,no,yes,no,42,yes,no,fiber optic,yes,no,no,yes,yes,yes,month-to-month,yes,electronic check,104.13,4485.77,no
7237-DLVHR,female,no,no,no,49,yes,yes,dsl,no,yes,yes,no,no,no,two year,no,electronic check,81.39,4086.06,no
4484-YNRRG,female,no,yes,yes,21,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,no,electronic check,103.69,2335.91,no
9310-XHGLT,female,no,yes,no,46,yes,yes,dsl,yes,no,yes,yes,no,no,two year,no,credit card (automatic),89.2,4252.15,no
1036-IZJBQ,male,yes,no,yes,64,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),105.22,6427.48,no
9612-RYKPF,female,no,no,no,12,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),45.5,535.14,no
2577-LLHUH,female,no,no,no,34,yes,yes,fiber optic,yes,no,no,yes,no,yes,one year,yes,bank transfer (automatic),110.51,3615.56,yes
6506-EWHGI,female,no,no,no,48,yes,yes,fiber optic,yes,no,no,yes,no,no,two year,yes,bank transfer (automatic),99.58,4947.06,no
5871-VYTMT,male,no,yes,no,61,yes,no,dsl,no,yes,no,yes,yes,no,month-to-month,no,electronic check,80.67,5018.91,no
8697-FSGNN,female,yes,yes,no,13,yes,no,dsl,no,yes,no,no,yes,yes,two year,yes,bank transfer (automatic),78.79,986.02,yes
8903-OZFLT,male,no,yes,no,43,yes,no,dsl,yes,no,no,yes,no,yes,one year,no,credit card (automatic),80.46,3467.3,no
6854-WBNHB,male,no,yes,no,4,yes,no,fiber optic,no,no,no,no,yes,no,one year,yes,credit card (automatic),85.03,352.71,no
7562-TMZFT,female,yes,no,yes,7,yes,no,dsl,yes,no,yes,no,yes,yes,one year,yes,credit card (automatic),84.71,585.95,no
8021-EZLCK,male,no,yes,no,17,yes,yes,dsl,no,no,no,yes,yes,no,one year,yes,bank transfer (automatic),82.71,1486.73,no
6853-JZEOO,male,no,yes,no,20,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,44.41,866.25,no
6616-SHAPC,female,no,yes,no,17,no,no phone service,fiber optic,no,yes,no,no,no,no,two year,yes,electronic check,66.66,1177.75,no
3934-CJDPZ,male,no,no,yes,4,yes,yes,fiber optic,no,yes,no,yes,no,no,month-to-month,no,credit card (automatic),99.44,354.18,yes
3230-RXNDE,female,no,no,yes,8,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,44.23,353.45,no
1855-RCSFE,male,no,yes,yes,48,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,no,credit card (automatic),109.41,5158.35,no
8480-YWBGM,male,no,no,yes,0,no,no phone service,fiber optic,no,yes,yes,no,no,no,two year,no,electronic check,74.97, ,yes
8886-JYQUL,female,no,yes,no,16,yes,no,dsl,yes,no,yes,yes,no,yes,month-to-month,yes,bank transfer (automatic),79.98,1271.15,no
4976-GEYGO,female,no,no,yes,21,yes,yes,fiber optic,yes,no,yes,no,no,yes,two year,yes,credit card (automatic),108.76,2322.2,no
3060-PPBVP,male,no,no,yes,7,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),45.97,334.46,no
6897-SMTID,male,no,no,no,41,yes,no,fiber optic,yes,no,no,no,no,no,one year,yes,electronic check,89.9,3664.61,no
6156-LIADV,male,no,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,38.84,116.46,yes
8096-FPVAV,male,yes,yes,no,34,yes,no,dsl,no,yes,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),78.14,2601.75,no
8812-EBITG,female,no,no,no,49,yes,no,fiber optic,no,no,no,no,no,no,two year,yes,bank transfer (automatic),80.93,4176.67,no
7472-MJDBR,female,no,no,no,9,yes,yes,dsl,no,no,yes,no,no,yes,two year,no,electronic check,78.06,714.27,no
7757-IQDAH,male,no,yes,no,3,yes,no,dsl,yes,no,no,no,no,yes,one year,yes,credit card (automatic),76.31,233.81,no
9202-JVOSC,female,no,yes,no,3,yes,no,fiber optic,no,no,yes,no,no,no,two year,no,credit card (automatic),86.76,256.86,no
9607-VGRBG,male,no,yes,no,40,yes,no,dsl,no,no,no,yes,yes,no,month-to-month,yes,mailed check,74.41,3216.45,yes
2349-QCCRX,male,no,yes,no,45,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,44.34,2168.54,no
3165-PGPWS,female,yes,no,yes,3,yes,yes,dsl,no,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),77.33,244.88,yes
3980-YAXOS,male,no,no,no,6,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,42.72,272.34,no
6247-LMXTR,female,no,no,no,62,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,66.17,4035.79,no
2438-ZDFDT,female,no,yes,yes,51,yes,yes,dsl,no,no,yes,yes,no,no,two year,no,bank transfer (automatic),81.58,4111.98,no
7307-MLRJG,male,no,yes,no,12,yes,yes,fiber optic,yes,no,yes,yes,yes,no,month-to-month,no,electronic check,111.55,1366.33,yes
2267-NCCWP,male,no,yes,no,12,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,no,mailed check,99.06,1230.03,yes
2370-NOLTB,male,no,no,yes,4,yes,yes,dsl,no,no,no,no,yes,no,month-to-month,no,credit card (automatic),76.05,304.91,no
1991-WWCSA,female,no,no,no,46,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),91.08,4419.86,yes
6764-OZEOS,female,yes,no,no,13,yes,yes,dsl,no,yes,no,yes,no,yes,two year,no,bank transfer (automatic),87.19,1111.38,no
3015-INUGB,male,yes,yes,no,56,no,no phone service,dsl,yes,yes,no,no,yes,yes,one year,yes,mailed check,64.88,3523.46,no
2487-LMUHV,female,no,yes,yes,5,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,credit card (automatic),66.94,328.62,no
8457-GKMDD,male,no,no,yes,32,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,66.15,2011.02,no
1088-VSCIG,male,yes,yes,no,27,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),83.42,2161.86,yes
8647-GCVLU,female,no,no,no,72,yes,no,dsl,yes,no,no,yes,yes,yes,month-to-month,yes,electronic check,84.46,6113.54,no
5313-IETEQ,male,no,no,no,6,yes,no,fiber optic,yes,no,yes,yes,yes,no,month-to-month,yes,electronic check,105.92,645.27,yes
